# R (a.u.)            X(1)1Sigma+         A(2)1Sigma+         (3)1Sigma+          (4)1Sigma+          (5)1Sigma+          (6)1Sigma+          (7)1Sigma+          (1)1Pi              (2)1Pi              (3)1Pi              (4)1Pi              (5)1Pi              b(1)3Pi
  0.278507608142E+02 -0.323610654018E+01 -0.434938905578E+02  0.140183759619E+02 -0.102144339404E+02 -0.123525372268E+03 -0.429901608025E+02 -0.615634587122E+03 -0.154672927049E+02  0.143692628906E+01 -0.719709244314E+01 -0.178028107757E+02 -0.319382400738E+02 -0.131914671722E+02
  0.279321399458E+02 -0.317573906092E+01 -0.427061722968E+02  0.138646310014E+02 -0.998780436876E+01 -0.118590059175E+03 -0.417406831857E+02 -0.596952571551E+03 -0.152020209704E+02  0.142410610170E+01 -0.708117255165E+01 -0.175125967621E+02 -0.314288985413E+02 -0.129507843858E+02
  0.280147450746E+02 -0.311660065260E+01 -0.419238365646E+02  0.137094711463E+02 -0.976443368031E+01 -0.113818305406E+03 -0.405220626894E+02 -0.577849877016E+03 -0.149377674301E+02  0.141127261149E+01 -0.696564020822E+01 -0.172238148797E+02 -0.309208768070E+02 -0.127117388761E+02
  0.280986689355E+02 -0.305700940564E+01 -0.411503350783E+02  0.135533860647E+02 -0.954387672775E+01 -0.109204064850E+03 -0.393319952729E+02 -0.558310487779E+03 -0.146741548326E+02  0.139841694142E+01 -0.685025605199E+01 -0.169360421783E+02 -0.304134859416E+02 -0.124742391386E+02
  0.281840254054E+02 -0.299862762088E+01 -0.403830123896E+02  0.133947899261E+02 -0.932612298985E+01 -0.104739483783E+03 -0.381697752761E+02 -0.538314841856E+03 -0.144110952736E+02  0.138552771770E+01 -0.673500300632E+01 -0.166492342657E+02 -0.299065965395E+02 -0.122381570194E+02
  0.282709424036E+02 -0.293982251732E+01 -0.396179806402E+02  0.132345987494E+02 -0.911086714504E+01 -0.100418398813E+03 -0.370337846233E+02 -0.517838258711E+03 -0.141483210464E+02  0.137259233556E+01 -0.661974274656E+01 -0.163631465730E+02 -0.293996265624E+02 -0.120033538623E+02
  0.283595626337E+02 -0.288196261455E+01 -0.388556206693E+02  0.130724399894E+02 -0.889785268992E+01 -0.962334333732E+02 -0.359220382530E+02 -0.496853459486E+03 -0.138855066679E+02  0.135959699502E+01 -0.650434838433E+01 -0.160772447276E+02 -0.288923537153E+02 -0.117696824612E+02
  0.284500462412E+02 -0.282350086731E+01 -0.380948247695E+02  0.129080963742E+02 -0.868683233414E+01 -0.921781728138E+02 -0.348335471184E+02 -0.475328705161E+03 -0.136223969175E+02  0.134652646992E+01 -0.638872169420E+01 -0.157912881647E+02 -0.283839335689E+02 -0.115369842546E+02
  0.285425740722E+02 -0.276592807313E+01 -0.373348269564E+02  0.127415214271E+02 -0.847764552868E+01 -0.882462282155E+02 -0.337661565904E+02 -0.453227479249E+03 -0.133588150378E+02  0.133336382459E+01 -0.627281859115E+01 -0.155052318112E+02 -0.278739335441E+02 -0.113050914837E+02
  0.286373517719E+02 -0.270765691288E+01 -0.365746833915E+02  0.125723726538E+02 -0.826990489199E+01 -0.844307930821E+02 -0.327178410559E+02 -0.430507301251E+03 -0.130943346265E+02  0.132009005016E+01 -0.615639335322E+01 -0.152185967049E+02 -0.273618969189E+02 -0.110738185883E+02
  0.287346170864E+02 -0.265009634102E+01 -0.358133579098E+02  0.124004873394E+02 -0.806316128366E+01 -0.807248376211E+02 -0.316877826858E+02 -0.407118376983E+03 -0.128284361892E+02  0.130668332954E+01 -0.603915691170E+01 -0.149307844976E+02 -0.268467136021E+02 -0.108429422129E+02
  0.288346503090E+02 -0.259170630382E+01 -0.350496444548E+02  0.122255412831E+02 -0.785729060382E+01 -0.771210323579E+02 -0.306740446640E+02 -0.383001383418E+03 -0.125608059106E+02  0.129311797592E+01 -0.592105101355E+01 -0.146414846817E+02 -0.263277080773E+02 -0.106122583658E+02
  0.289377862063E+02 -0.253377004643E+01 -0.342821269512E+02  0.120471490832E+02 -0.765193431412E+01 -0.736133090969E+02 -0.296747475422E+02 -0.358082616393E+03 -0.122909237086E+02  0.127936332297E+01 -0.580183833833E+01 -0.143501458011E+02 -0.258038964088E+02 -0.103814246676E+02
  0.290444304519E+02 -0.247481048913E+01 -0.335091091104E+02  0.118648439401E+02 -0.744663682359E+01 -0.701945835451E+02 -0.286876659113E+02 -0.332272427200E+03 -0.120181438876E+02  0.126538220372E+01 -0.568121436702E+01 -0.140560804086E+02 -0.252740645139E+02 -0.101501106762E+02
  0.291550836441E+02 -0.241569658105E+01 -0.327285094829E+02  0.116780481243E+02 -0.724083467288E+01 -0.668561146937E+02 -0.277100516064E+02 -0.305460088548E+03 -0.117416674835E+02  0.125112866466E+01 -0.555880251777E+01 -0.137584378824E+02 -0.247367094524E+02 -0.991852410021E+01
  0.292704002553E+02 -0.235575091949E+01 -0.319375646630E+02  0.114859840295E+02 -0.703378128849E+01 -0.635863619982E+02 -0.267384303283E+02 -0.277499955366E+03 -0.114604292619E+02  0.123654165905E+01 -0.543410622713E+01 -0.134560873190E+02 -0.241898362309E+02 -0.968361649025E+01
  0.293913018828E+02 -0.229459074650E+01 -0.311322294096E+02  0.112874559815E+02 -0.682445534294E+01 -0.603713983910E+02 -0.257700377846E+02 -0.248181522957E+03 -0.111729155037E+02  0.122153290251E+01 -0.530647567702E+01 -0.131474873283E+02 -0.236306692254E+02 -0.944433039144E+01
  0.295191549359E+02 -0.223249215699E+01 -0.303063222428E+02  0.110808496544E+02 -0.661116440657E+01 -0.571929156369E+02 -0.247970728040E+02 -0.217189778641E+03 -0.108768349179E+02  0.120596871158E+01 -0.517490503693E+01 -0.128303162141E+02 -0.230542240711E+02 -0.919875056548E+01
  0.296561276622E+02 -0.216771408823E+01 -0.294498173287E+02  0.108630237462E+02 -0.639177065684E+01 -0.540196523797E+02 -0.238094630966E+02 -0.184021751683E+03 -0.105684319735E+02  0.118963352800E+01 -0.503763339015E+01 -0.125003190256E+02 -0.224537230660E+02 -0.894389445043E+01
  0.298057813817E+02 -0.209937003610E+01 -0.285462049654E+02  0.106297699196E+02 -0.616204858359E+01 -0.508041559758E+02 -0.227917846447E+02 -0.147844016831E+03 -0.102415996150E+02  0.117217250436E+01 -0.489197116747E+01 -0.121511428260E+02 -0.218171838061E+02 -0.867481743048E+01
  0.299737787742E+02 -0.202577860356E+01 -0.275702328715E+02  0.103736923455E+02 -0.591574072503E+01 -0.474798136128E+02 -0.217182576407E+02 -0.107293399013E+03 -0.988674133273E+01  0.115303209054E+01 -0.473359686058E+01 -0.117729618180E+02 -0.211258705115E+02 -0.838395158892E+01
  0.301694437336E+02 -0.194390690937E+01 -0.264823526713E+02  0.100865322232E+02 -0.564477764013E+01 -0.439511852052E+02 -0.205552216873E+02 -0.597386535292E+02 -0.948902187543E+01  0.113132393940E+01 -0.455581131030E+01 -0.113499813632E+02 -0.203506362091E+02 -0.805943098673E+01
  0.304076431390E+02 -0.184957320652E+01 -0.252250888250E+02  0.975279406754E+01 -0.533299894515E+01 -0.400969331880E+02 -0.192499238195E+02 -0.387967237734E+02 -0.902604490316E+01  0.110569453917E+01 -0.434837825319E+01 -0.108587047675E+02 -0.194491372323E+02 -0.768397038810E+01
  0.307091063036E+02 -0.173744640300E+01 -0.237326977642E+02  0.935396141773E+01 -0.496723645843E+01 -0.358198243675E+02 -0.177571380253E+02 -0.357497534793E+02 -0.847208164295E+01  0.107441548550E+01 -0.409966531460E+01 -0.102726552823E+02 -0.183707299458E+02 -0.723769994578E+01
  0.310612277574E+02 -0.161656163874E+01 -0.221184836507E+02  0.891900975523E+01 -0.457637383151E+01 -0.315394364974E+02 -0.162067986025E+02 -0.326962608537E+02 -0.786695660266E+01  0.103934840013E+01 -0.382721381493E+01 -0.963460525774E+01 -0.171941721402E+02 -0.675424006550E+01
  0.314114733080E+02 -0.150604005895E+01 -0.206388962164E+02  0.851651529668E+01 -0.422230547670E+01 -0.279155683220E+02 -0.148431421654E+02 -0.300211836750E+02 -0.730667439477E+01  0.100583435189E+01 -0.357426487475E+01 -0.904573479706E+01 -0.161068972545E+02 -0.631037157161E+01
  0.317779359753E+02 -0.139977580547E+01 -0.192132245271E+02  0.812427741633E+01 -0.388476102352E+01 -0.246784188545E+02 -0.135788467066E+02 -0.275543320780E+02 -0.676128848304E+01  0.971996158931E+00 -0.332739875946E+01 -0.847426962607E+01 -0.150515737559E+02 -0.588198070197E+01
  0.321636299359E+02 -0.129737153132E+01 -0.178355589935E+02  0.773962372149E+01 -0.356187858323E+01 -0.217754095618E+02 -0.124025044413E+02 -0.252706832895E+02 -0.622891953430E+01  0.937474821520E+00 -0.308583908274E+01 -0.791788041415E+01 -0.140243530767E+02 -0.546732903661E+01
  0.325644837407E+02 -0.120013578968E+01 -0.165246069513E+02  0.736620774025E+01 -0.325755423507E+01 -0.192065372766E+02 -0.113213994496E+02 -0.231871829947E+02 -0.571254926287E+01  0.902485064850E+00 -0.284733068684E+01 -0.738235769494E+01 -0.130408295617E+02 -0.507209518631E+01
  0.329835381068E+02 -0.110756050733E+01 -0.152730039695E+02  0.699970840079E+01 -0.296951969766E+01 -0.169210338663E+02 -0.103234301336E+02 -0.212755773285E+02 -0.520315657209E+01  0.866533842582E+00 -0.260024839771E+01 -0.686280576452E+01 -0.120967028548E+02 -0.469411662837E+01
  0.334209271178E+02 -0.101950172275E+01 -0.140832638270E+02  0.663768551276E+01 -0.269810100698E+01 -0.148903446664E+02 -0.940506783387E+01 -0.195275225918E+02 -0.470831131224E+01  0.829305814693E+00 -0.234970857470E+01 -0.636135282635E+01 -0.111939845623E+02 -0.433420746962E+01
  0.338774478248E+02 -0.936488047740E+00 -0.129554407306E+02  0.627589962861E+01 -0.244259693462E+01 -0.130857101145E+02 -0.856011677919E+01 -0.179301762242E+02 -0.423656808259E+01  0.790331257972E+00 -0.210237323413E+01 -0.587889172852E+01 -0.103344726094E+02 -0.399244301589E+01
  0.343538833051E+02 -0.857998863590E+00 -0.118894069620E+02  0.590870497326E+01 -0.221400756029E+01 -0.114677259054E+02 -0.777095144342E+01 -0.164713982850E+02 -0.379823141487E+01  0.749026703708E+00 -0.186666720228E+01 -0.541591380195E+01 -0.951779861078E+01 -0.366884466199E+01
  0.348509972859E+02 -0.784359552504E+00 -0.108848132244E+02  0.552876278746E+01 -0.201204121581E+01 -0.100249611143E+02 -0.702058287418E+01 -0.151759091793E+02 -0.340561478827E+01  0.704671928588E+00 -0.165308749746E+01 -0.497237481614E+01 -0.878915047965E+01 -0.336336785067E+01
  0.353693095278E+02 -0.715263047246E+00 -0.994145027088E+01  0.512689420138E+01 -0.183172665695E+01 -0.884825679103E+01 -0.633393749524E+01 -0.138272473785E+02 -0.307343007366E+01  0.656407060113E+00 -0.147460227981E+01 -0.454770022651E+01 -0.790938431111E+01 -0.307601090272E+01
  0.359114142644E+02 -0.650496602900E+00 -0.905543415036E+01  0.470589370204E+01 -0.166614801808E+01 -0.798822027595E+01 -0.573158354204E+01 -0.127058598854E+02 -0.280080015343E+01  0.604285486527E+00 -0.133932972709E+01 -0.414046935679E+01 -0.721731717940E+01 -0.280565164905E+01
  0.364774463597E+02 -0.590102965739E+00 -0.822723240035E+01  0.430599938113E+01 -0.151188129960E+01 -0.722336065569E+01 -0.518010780876E+01 -0.116757534457E+02 -0.254807893440E+01  0.554102941732E+00 -0.121790821258E+01 -0.375892614055E+01 -0.656712997601E+01 -0.255249234487E+01
  0.370678312726E+02 -0.533930276935E+00 -0.745617968201E+01  0.393005149340E+01 -0.136848439344E+01 -0.651538040664E+01 -0.466994748021E+01 -0.107291628770E+02 -0.231238461080E+01  0.506774932052E+00 -0.110473752689E+01 -0.340405190709E+01 -0.595934756344E+01 -0.231639003434E+01
  0.376837062810E+02 -0.481959212563E+00 -0.674032432329E+01  0.357763265151E+01 -0.123556198068E+01 -0.586188590474E+01 -0.419933435709E+01 -0.985747940684E+01 -0.209318215699E+01  0.462270920584E+00 -0.999549513117E+00 -0.307489998128E+01 -0.539299235155E+01 -0.209680778182E+01
  0.383262345557E+02 -0.433961494843E+00 -0.607762099801E+01  0.324825324011E+01 -0.111270204371E+01 -0.526042660770E+01 -0.376646048926E+01 -0.905309101528E+01 -0.188990292826E+01  0.420549902243E+00 -0.902061640639E+00 -0.277048070389E+01 -0.486694570670E+01 -0.189317636972E+01
  0.389966917816E+02 -0.389691984515E+00 -0.546585507461E+01  0.294131113866E+01 -0.999462981987E+00 -0.470843034218E+01 -0.336943165719E+01 -0.830922858041E+01 -0.170192363748E+01  0.381555696251E+00 -0.811965574439E+00 -0.248972962794E+01 -0.437989321070E+01 -0.170487167920E+01
  0.396965089799E+02 -0.349027345448E+00 -0.490266039739E+01  0.265609934712E+01 -0.895377600705E+00 -0.420322624250E+01 -0.300628578099E+01 -0.761990809873E+01 -0.152857176760E+01  0.345217444072E+00 -0.728929917559E+00 -0.223151674578E+01 -0.393034193701E+01 -0.153121950624E+01
  0.404272861436E+02 -0.311768264965E+00 -0.438557817876E+01  0.239182778667E+01 -0.799963139373E+00 -0.374209477283E+01 -0.267502862096E+01 -0.697989780631E+01 -0.136914148257E+01  0.311452377667E+00 -0.652608039106E+00 -0.199467134423E+01 -0.351666559909E+01 -0.137151320267E+01
  0.411908221504E+02 -0.277732503245E+00 -0.391208783274E+01  0.214764008568E+01 -0.712727971210E+00 -0.332230442684E+01 -0.237366055254E+01 -0.638465899839E+01 -0.122290442451E+01  0.280167870843E+00 -0.582643156722E+00 -0.177799881827E+01 -0.313713728931E+01 -0.122502281112E+01
  0.419891455408E+02 -0.246707063992E+00 -0.347964507327E+01  0.192262982397E+01 -0.633178311512E+00 -0.294114325828E+01 -0.210019907930E+01 -0.583028019021E+01 -0.108912053500E+01  0.251263486039E+00 -0.518673595123E+00 -0.158029680976E+01 -0.278996039067E+01 -0.109100717123E+01
  0.428245482347E+02 -0.218470843356E+00 -0.308571374082E+01  0.171585700908E+01 -0.560824021480E+00 -0.259594884811E+01 -0.185270046812E+01 -0.531341063236E+01 -0.967047797845E+00  0.224632995154E+00 -0.460337479616E+00 -0.140036991234E+01 -0.247330067051E+01 -0.968723089966E+00
  0.436996246162E+02 -0.192866668649E+00 -0.272779031145E+01  0.152636189151E+01 -0.495183647164E+00 -0.228413044100E+01 -0.162927601347E+01 -0.483119194258E+01 -0.855950576225E+00  0.200166194081E+00 -0.407276634907E+00 -0.123704189727E+01 -0.218531127793E+01 -0.857433407214E+00
  0.446173158003E+02 -0.169727951173E+00 -0.240343018315E+01  0.135317791516E+01 -0.435788404047E+00 -0.200318896788E+01 -0.142810580169E+01 -0.438119107615E+01 -0.755106780446E+00  0.177750623433E+00 -0.359140063166E+00 -0.108916605728E+01 -0.192415606973E+01 -0.756415007863E+00
  0.455809616842E+02 -0.148832283663E+00 -0.211026185534E+01  0.119534240212E+01 -0.382185494210E+00 -0.175073060310E+01 -0.124744847472E+01 -0.396133734402E+01 -0.663813491819E+00  0.157272974070E+00 -0.315586603747E+00 -0.955633120150E+00 -0.168802895903E+01 -0.664963567902E+00
  0.465943622150E+02 -0.130044096647E+00 -0.184600367374E+01  0.105190560630E+01 -0.333940415412E+00 -0.152447682237E+01 -0.108564831651E+01 -0.356986342060E+01 -0.581391470465E+00  0.138620337008E+00 -0.276287038301E+00 -0.835377454710E+00 -0.147516906043E+01 -0.582398823314E+00
  0.476618503577E+02 -0.113165948077E+00 -0.160847170349E+01  0.921938086070E+00 -0.290638726986E+00 -0.132227061899E+01 -0.941139634512E+00 -0.320525205933E+01 -0.507188432647E+00  0.121681225503E+00 -0.240925595053E+00 -0.727381376442E+00 -0.128387283161E+01 -0.508067312031E+00
  0.487883798925E+02 -0.980745668782E-01 -0.139558709977E+01  0.804536375062E+00 -0.251887050742E+00 -0.114207983813E+01 -0.812448715678E+00 -0.286618883123E+01 -0.440581415985E+00  0.106346389908E+00 -0.209201076871E+00 -0.630677820697E+00 -0.111250312745E+01 -0.441344867671E+00
  0.499796320674E+02 -0.846114352885E-01 -0.120538040203E+01  0.698827306111E+00 -0.217313641407E+00 -0.981997668408E+00 -0.698194135775E+00 -0.255151865618E+01 -0.380978089319E+00  0.925094771650E-01 -0.180827418634E+00 -0.544352021182E+00 -0.959495483061E+00 -0.381638326725E+00
  0.512421461654E+02 -0.726411628104E-01 -0.103599164288E+01  0.603971161526E+00 -0.186568508933E+00 -0.840241303874E+00 -0.597085507803E+00 -0.226021105057E+01 -0.327817530136E+00  0.800675036380E-01 -0.155534014752E+00 -0.467541733129E+00 -0.823362219444E+00 -0.328385692882E+00
  0.525834805789E+02 -0.620254386683E-01 -0.885670676437E+00  0.519163639001E+00 -0.159323153233E+00 -0.715148761158E+00 -0.507921097606E+00 -0.199132738890E+01 -0.280570289339E+00  0.689212178375E-01 -0.133065723381E+00 -0.399436900057E+00 -0.702694628055E+00 -0.281056581487E+00
  0.540124133037E+02 -0.526625561598E-01 -0.752775314436E+00  0.443637028276E+00 -0.135270086625E+00 -0.605174875816E+00 -0.429584644487E+00 -0.174399483072E+01 -0.238738051640E+00  0.589753236627E-01 -0.113182650960E+00 -0.339278492171E+00 -0.596163645862E+00 -0.239151879246E+00
  0.555391938428E+02 -0.444307807843E-01 -0.635767661124E+00  0.376660714409E+00 -0.114122136257E+00 -0.508886171503E+00 -0.361041530165E+00 -0.151738425526E+01 -0.201852929396E+00  0.501386279396E-01 -0.956597617973E-01 -0.286356968689E+00 -0.502519219822E+00 -0.202202846658E+00
  0.571758621404E+02 -0.372257385901E-01 -0.533210667650E+00  0.317541091645E+00 -0.956116156627E-01 -0.424955255334E+00 -0.301334679879E+00 -0.131069168033E+01 -0.169476425149E+00  0.423240971001E-01 -0.802863839780E-01 -0.240010295542E+00 -0.420588896511E+00 -0.169770245771E+00
  0.589366569033E+02 -0.309472665800E-01 -0.443763649397E+00  0.265620971580E+00 -0.794893970410E-01 -0.352155034547E+00 -0.249580101970E+00 -0.112312332581E+01 -0.141198327352E+00  0.354488579354E-01 -0.668656153989E-01 -0.199621713612E+00 -0.349275520421E+00 -0.141443145190E+00
  0.608385436986E+02 -0.255117562883E-01 -0.366177405743E+00  0.220278804740E+00 -0.655239416809E-01 -0.289352617425E+00 -0.204962515725E+00 -0.953883667244E+00 -0.116635383434E+00  0.294341520416E-01 -0.552136693245E-01 -0.164617487253E+00 -0.287554568902E+00 -0.116837635160E+00
  0.629019063333E+02 -0.208319534494E-01 -0.299289443573E+00  0.180927459909E+00 -0.535002925888E-01 -0.235503318453E+00 -0.166730820877E+00 -0.802165845803E+00 -0.954299485502E-01  0.242052429185E-01 -0.451592029174E-01 -0.134464456257E+00 -0.234471098253E+00 -0.955954454378E-01
  0.651514629023E+02 -0.168302352670E-01 -0.242018842844E+00  0.147013113463E+00 -0.432190865569E-01 -0.189644795011E+00 -0.134193834638E+00 -0.667144554346E+00 -0.772485878106E-01  0.196913111375E-01 -0.365426226416E-01 -0.108667653001E+00 -0.189136472611E+00 -0.773825685781E-01
  0.676174973912E+02 -0.134331337162E-01 -0.193361383947E+00  0.118013761299E+00 -0.344955587842E-01 -0.150891363403E+00 -0.106716061688E+00 -0.547970478316E+00 -0.617806900148E-01  0.158253219069E-01 -0.292153951335E-01 -0.867679276333E-01 -0.150724939048E+00 -0.618878601454E-01
  0.703375401951E+02 -0.105771502169E-01 -0.152384740723E+00  0.934378498377E-01 -0.271586066454E-01 -0.118428528508E+00 -0.837137125178E-01 -0.443766627100E+00 -0.487370987760E-01  0.125438843970E-01 -0.230393840338E-01 -0.683396545774E-01 -0.118470274932E+00 -0.488216532766E-01
  0.733586999566E+02 -0.819833124165E-02 -0.118223917523E+00  0.728228177317E-01 -0.210498731828E-01 -0.915078466526E-01 -0.646509167270E-01 -0.353625855476E+00 -0.378488007661E-01  0.978710280235E-02 -0.178861878073E-01 -0.529885347034E-01 -0.916624128243E-01 -0.379144752998E-01
  0.767409582680E+02 -0.624127066344E-02 -0.900767791896E-01  0.557337001265E-01 -0.160228921737E-01 -0.694421019458E-01 -0.490361796562E-01 -0.276609711794E+00 -0.288656594195E-01  0.749842845068E-02 -0.136365345349E-01 -0.403495113765E-01 -0.696441704579E-01 -0.289157543952E-01
  0.805619179916E+02 -0.465206805173E-02 -0.671999918101E-01  0.417617477342E-01 -0.119422799165E-01 -0.516007935399E-01 -0.364190911406E-01 -0.211748272110E+00 -0.215552372003E-01  0.562451415113E-02 -0.101796918218E-01 -0.300848082456E-01 -0.518081179396E-01 -0.215926518445E-01
  0.849237933713E+02 -0.338292728042E-02 -0.489051731872E-01  0.305231306937E-01 -0.868298785580E-02 -0.374059672975E-01 -0.263872651334E-01 -0.158041007585E+00 -0.157016790796E-01  0.411507358653E-02 -0.741292761681E-02 -0.218821192311E-01 -0.375935960622E-01 -0.157289378488E-01
  0.899639333370E+02 -0.238833585034E-02 -0.345553742321E-01  0.216577514788E-01 -0.612961532194E-02 -0.263284167179E-01 -0.185635534600E-01 -0.114458549324E+00 -0.111047005494E-01  0.292275219328E-02 -0.524101089088E-02 -0.154529336432E-01 -0.264839412859E-01 -0.111239827566E-01
  0.958710262803E+02 -0.162721888818E-02 -0.235618853095E-01  0.148281584519E-01 -0.417578862885E-02 -0.178842055540E-01 -0.126035093214E-01 -0.799454754596E-01 -0.757866740373E-02  0.200301132899E-02 -0.357576105225E-02 -0.105310290074E-01 -0.180039265483E-01 -0.759182974760E-02
